# step h OmegaM OmegaL chi2
11471 0.69975661 0.39005404 0.88334115 566.48773938
11472 0.70340497 0.37844174 0.89983638 564.90401243
11473 0.70711320 0.37136694 0.87663716 566.58488411
11474 0.70782669 0.36931183 0.90417492 565.89649522
11475 0.70185046 0.36535301 0.90317175 567.46375205
11476 0.70712664 0.36711502 0.92602023 565.92223696
11477 0.70814027 0.36615067 0.91761993 565.98717612
11478 0.70669635 0.37682093 0.92494064 565.57842716
11479 0.71040533 0.34723332 0.92923929 568.17145835
11480 0.70612332 0.35810298 0.91704279 565.98545655
11481 0.70465431 0.39892597 0.91090197 565.57231344
11482 0.70583683 0.37738106 0.92252579 565.42897768
11483 0.70949460 0.36947184 0.94043842 567.25116208
11484 0.70970257 0.35621436 0.90342010 567.30524253
11485 0.70964414 0.36658436 0.90217587 567.98520681
11486 0.70235912 0.36020442 0.89152897 566.00029728
11487 0.70244399 0.36939916 0.89342690 565.41121094
11488 0.70426160 0.38124388 0.90381682 564.82843677
11489 0.69924268 0.36386244 0.84828067 565.39843004
11490 0.70214128 0.37586406 0.83157373 565.36020243
11491 0.70042726 0.37916464 0.82930677 565.14577154
11492 0.70561108 0.35880772 0.82195646 567.91989833
11493 0.70622129 0.35832386 0.82947822 567.97731189
11494 0.70457193 0.35156356 0.79960708 567.71145038
11495 0.69713144 0.38997769 0.80054745 567.74539790
11496 0.70109376 0.37581173 0.79151875 568.33658162
11497 0.70040655 0.39625202 0.80392860 570.20606815
11498 0.69849876 0.37231783 0.81697428 565.14736642
11499 0.69706115 0.39460175 0.82352144 567.48023428
11500 0.69938144 0.38497326 0.82736635 565.74703315
11501 0.69738152 0.37115516 0.81699286 565.83551214
11502 0.69660629 0.35208053 0.76460708 565.35984706
11503 0.69621779 0.34899267 0.77138535 565.37522909
11504 0.70257601 0.33465591 0.76345578 566.23083518
11505 0.69679283 0.33081960 0.75911225 564.25102557
11506 0.69944828 0.32802278 0.79692975 563.41152679
11507 0.70161836 0.33863778 0.81882105 563.01807812
11508 0.70684638 0.33321894 0.83856703 565.14525566
11509 0.70491274 0.34195501 0.84856332 563.69184480
11510 0.70974969 0.34633963 0.85072347 570.52977744
11511 0.70507023 0.32123833 0.83341676 563.57737034
11512 0.70646733 0.30877478 0.85823020 565.64603509
11513 0.70437631 0.31875874 0.83620018 563.63589875
11514 0.70659128 0.35111671 0.85185163 565.50597751
11515 0.70732208 0.36386712 0.85707030 567.64666941
11516 0.70439055 0.37925011 0.84433157 566.96282625
11517 0.70499139 0.36444135 0.82246707 567.80385271
11518 0.70540326 0.32985993 0.81379116 564.61252045
11519 0.70557221 0.32712840 0.82224548 564.16382325
11520 0.70070487 0.31666242 0.80654667 563.54307052
11521 0.70221206 0.30148264 0.79106267 562.80811190
11522 0.70365370 0.31191936 0.79375187 562.96951689
11523 0.70008019 0.31797835 0.76035119 562.75974975
11524 0.70312479 0.30328015 0.77041667 562.96629107
11525 0.70250587 0.31646897 0.75917578 564.09789876
11526 0.69789574 0.31796835 0.77487201 563.98307977
11527 0.69840576 0.30625497 0.76777044 563.62194230
11528 0.70291486 0.28782922 0.77270687 562.74302045
11529 0.69832150 0.28222832 0.76268287 565.58653485
11530 0.70144183 0.29883852 0.78036128 562.69830878
11531 0.70317646 0.27902565 0.75527292 562.83888445
11532 0.70668288 0.28047572 0.79778255 565.01086877
11533 0.70552759 0.29442972 0.81057446 564.03984421
11534 0.70333588 0.29237796 0.77126584 562.80240862
11535 0.70406676 0.29210159 0.78400820 563.10373306
11536 0.70501307 0.26999946 0.81170482 566.73396339
11537 0.70851039 0.26095720 0.81697102 568.55166406
11538 0.70344602 0.29668236 0.79625123 563.09310611
11539 0.70847446 0.27256626 0.79308070 567.05454491
11540 0.71103457 0.28975035 0.78805558 573.83864387
11541 0.70975941 0.27192304 0.76320522 571.55506209
11542 0.70967282 0.27086602 0.74844920 573.18077441
11543 0.69896361 0.26680371 0.75938127 566.60468864
11544 0.70410475 0.24546005 0.74911963 564.76034051
11545 0.70342642 0.26264114 0.73602547 563.22158069
11546 0.70187616 0.26702902 0.74322941 562.79175229
11547 0.70031535 0.25341641 0.75358813 566.29370055
11548 0.70361523 0.25220575 0.75649216 564.51412767
11549 0.69881477 0.26581192 0.76290679 567.56231585
11550 0.70658398 0.25975241 0.75620866 565.64941933
11551 0.69940313 0.24026635 0.74570830 569.16233938
11552 0.70751956 0.23158262 0.77112318 568.81486117
11553 0.70611113 0.21080421 0.74742265 569.91302369
11554 0.70335968 0.22915686 0.73362372 565.74085570
11555 0.70538671 0.21987208 0.70427697 566.12159520
11556 0.70116859 0.25202656 0.69117241 562.74977781
11557 0.69991148 0.24133896 0.69010453 562.75707944
11558 0.70190692 0.24645365 0.69126153 563.10295217
11559 0.69857570 0.24743026 0.68246808 562.61450866
11560 0.69743468 0.25901056 0.67004387 562.60099357
11561 0.70096519 0.26314351 0.66648747 564.94556474
11562 0.69496625 0.25936332 0.65276527 563.71198150
11563 0.69263739 0.26874498 0.65163083 565.98079556
11564 0.69304259 0.25730514 0.62181891 565.02384483
11565 0.69500702 0.23575681 0.61582460 563.57887448
11566 0.69404478 0.25564189 0.63171724 564.23067421
11567 0.69689233 0.25500042 0.63888308 563.32401806
11568 0.69543730 0.26654585 0.64801250 563.62073717
11569 0.69692960 0.23269705 0.63907374 562.89263364
11570 0.69996308 0.21862278 0.62619877 563.72466368
11571 0.69158543 0.23582665 0.58205208 566.06878239
11572 0.69481652 0.26196012 0.59874889 566.28668404
11573 0.69484436 0.23792722 0.58836813 564.64481794
11574 0.69800574 0.23857428 0.61782295 564.00142482
11575 0.69720744 0.23293974 0.59272525 565.03866189
11576 0.69645017 0.22082182 0.59016774 563.83899332
11577 0.69671583 0.18762295 0.57842445 563.86189736
11578 0.70080230 0.16618270 0.60629502 565.89457204
11579 0.69814522 0.16991595 0.59514595 565.24976106
11580 0.69769333 0.17438746 0.61180261 566.16367080
11581 0.69830266 0.17160185 0.57720661 564.54118677
11582 0.69607725 0.15948353 0.58200597 567.26552578
11583 0.70102779 0.18002104 0.57166142 566.99979241
11584 0.69595141 0.19898844 0.62904511 565.99205295
11585 0.69797212 0.20158495 0.65709925 566.13418947
11586 0.69713946 0.22912533 0.67803261 565.15263633
11587 0.69574334 0.21581468 0.65109208 566.12104565
11588 0.69474257 0.23713072 0.63626714 564.10861455
11589 0.69192292 0.24627691 0.62107400 566.46415679
11590 0.69382560 0.25840843 0.63365654 564.42048748
11591 0.69201738 0.27194175 0.62441691 566.28436685
11592 0.69574229 0.26669340 0.60437570 566.95807790
11593 0.69497525 0.27372364 0.62742355 565.21496195
11594 0.69313567 0.25139964 0.61705130 564.87004719
11595 0.69472299 0.21766727 0.60601606 564.00057397
11596 0.69461737 0.23773332 0.58534545 564.78821470
11597 0.69573938 0.21391187 0.56771287 564.53716090
11598 0.69657004 0.19626765 0.54660006 565.36465670
11599 0.69374658 0.19013881 0.53950662 564.78084344
11600 0.69952835 0.20177797 0.56112251 567.96596769
11601 0.70030175 0.23010493 0.59831531 568.07929826
11602 0.69430520 0.20804813 0.60687117 565.10185622
11603 0.69770514 0.25168510 0.61361945 565.53208920
11604 0.69267760 0.28214966 0.61954558 566.73450245
11605 0.69012413 0.26555707 0.60409306 568.25368762
11606 0.69397213 0.23745485 0.59546114 564.36173560
11607 0.69411760 0.22080210 0.57498600 564.36368093
11608 0.69500496 0.20445114 0.57901008 563.87624779
11609 0.69227238 0.21360531 0.57313921 565.52957336
11610 0.69454108 0.23419626 0.57745122 565.02093403
11611 0.69581160 0.20235417 0.57478463 563.78682951
11612 0.69198418 0.21602041 0.58190437 566.06328226
11613 0.70350352 0.19547091 0.61874847 567.52724017
11614 0.70298397 0.19332113 0.63871893 565.68039564
11615 0.69724742 0.22173395 0.61468659 563.08457881
11616 0.69469106 0.21825538 0.59423991 563.83252747
11617 0.69442842 0.20947571 0.59336945 564.24569947
11618 0.70047023 0.21721798 0.59566351 566.94044102
11619 0.69829621 0.21160094 0.58539493 564.71838209
11620 0.69759239 0.22313949 0.58800228 564.83884738
11621 0.69098283 0.21967550 0.57072361 566.79724324
11622 0.69383251 0.18654512 0.59760870 567.66777831
11623 0.70028036 0.18015077 0.60154353 564.73303889
11624 0.69869570 0.19347702 0.62138038 563.99225974
11625 0.69610029 0.20500649 0.65597743 568.05252326
11626 0.70256192 0.20184132 0.61002921 567.20339141
11627 0.69389519 0.20417874 0.62353225 567.78493058
11628 0.69365948 0.20349734 0.60461748 566.27690710
11629 0.69372918 0.22120010 0.60716271 564.78954903
11630 0.69772792 0.22066888 0.62793255 562.92715654
11631 0.69956337 0.22601998 0.64810173 562.88953626
11632 0.70033513 0.23822143 0.69610905 563.08061941
11633 0.70392416 0.25689782 0.72932882 563.68027235
11634 0.70212762 0.24224415 0.71460539 563.33219749
11635 0.70310800 0.22245296 0.72811479 566.34535603
11636 0.70378627 0.27512983 0.70127608 566.81709357
11637 0.70189925 0.25860928 0.69843197 563.13746095
11638 0.70033802 0.25585615 0.70956611 562.51086459
11639 0.70165838 0.26373305 0.71274483 562.63500168
11640 0.69880798 0.28263361 0.71047960 562.38319927
11641 0.70055112 0.25963664 0.69394462 562.52811507
11642 0.69703858 0.27840403 0.65679224 564.12581000
11643 0.69612806 0.23739984 0.65698964 563.74963963
11644 0.70027615 0.24112326 0.62514614 565.98680352
11645 0.69415232 0.25233706 0.59876528 565.07778447
11646 0.69292553 0.21306520 0.60216992 566.15111155
11647 0.69504637 0.20521514 0.62843231 566.27688348
11648 0.69844720 0.20714577 0.63050414 563.36969486
11649 0.69957417 0.24401389 0.61556181 566.55976810
11650 0.69756214 0.23172739 0.64319065 562.76874253
11651 0.69600387 0.24338130 0.64348577 563.13169660
11652 0.69699380 0.23054516 0.67319166 564.67729391
11653 0.70107907 0.23103368 0.68175148 563.07610280
11654 0.70030031 0.23922799 0.68183096 562.67066314
11655 0.69573244 0.26603312 0.66210557 563.30079936
11656 0.69409731 0.29000946 0.63882951 566.07348312
11657 0.69350622 0.30844813 0.63906686 568.47974857
11658 0.69112312 0.31171477 0.63405351 569.74262473
11659 0.69466267 0.29551922 0.61464145 569.79143811
11660 0.69649228 0.27751383 0.63915909 565.24418653
11661 0.69665647 0.23020523 0.63180729 562.98025947
11662 0.69981192 0.21023611 0.65422539 563.64565856
11663 0.69167293 0.25686980 0.65481763 568.66934333
11664 0.69789214 0.26725126 0.63211471 565.73754283
11665 0.69413360 0.27989216 0.64084598 565.01175891
11666 0.69400130 0.29558869 0.64492306 566.27228972
11667 0.69894237 0.28535141 0.64034999 569.16296322
11668 0.69836390 0.25312798 0.62460913 565.18168178
11669 0.69714054 0.24342551 0.65072174 562.72762344
11670 0.69696976 0.23639608 0.64470206 562.85160205
11671 0.69797270 0.22264697 0.64402036 562.98357086
11672 0.69825834 0.24710073 0.62151884 564.69436682
11673 0.69932146 0.21792185 0.61957066 563.58683603
11674 0.69897020 0.22637045 0.65151605 562.78976550
11675 0.69835205 0.20433127 0.62539830 563.43156132
11676 0.69825206 0.21179731 0.59928436 563.75199558
11677 0.69263048 0.22235276 0.58860992 565.26606196
11678 0.69408406 0.21805646 0.58431092 564.15610019
11679 0.69152600 0.26577996 0.58612350 567.53937744
11680 0.69265305 0.27360002 0.58763816 568.25485758
11681 0.69376125 0.26037112 0.58854312 566.65606830
11682 0.69114529 0.24688116 0.58818460 566.65354279
11683 0.69103112 0.24435189 0.57690700 566.79741415
11684 0.69295387 0.22085618 0.56042671 565.17449614
11685 0.69443625 0.23691342 0.58645753 564.64462652
11686 0.69656895 0.23042934 0.57349030 566.20011340
11687 0.69372441 0.24110398 0.58127481 565.24837718
11688 0.69255233 0.26360614 0.57234253 568.36203585
11689 0.69116877 0.27030554 0.58582198 568.14689495
11690 0.69597742 0.27051327 0.60017618 568.39388377
11691 0.69116576 0.26165708 0.59301458 567.12444459
11692 0.69443701 0.25150636 0.57230591 567.49474476
11693 0.69123890 0.23439696 0.60261599 567.16878121
11694 0.69251622 0.23675139 0.59791885 565.27708342
11695 0.69414870 0.24094728 0.63268620 564.39101245
11696 0.69761772 0.25332076 0.64843784 562.95401487
11697 0.69793702 0.26626853 0.68205304 562.49352556
11698 0.70231608 0.26201598 0.68828099 564.45196767
11699 0.70150309 0.27369435 0.72545738 562.45064489
11700 0.70139192 0.32409188 0.76748882 563.36787833
11701 0.70036766 0.32564910 0.76887182 562.99755803
11702 0.70278519 0.31384815 0.77532262 563.10540766
11703 0.70408752 0.31898571 0.79303187 563.62420530
11704 0.70402100 0.31884444 0.78888435 563.77237382
11705 0.70251861 0.33421431 0.78055848 564.39128054
11706 0.70456038 0.33882113 0.78248336 567.67946185
11707 0.69587594 0.35008625 0.78494206 566.08865146
11708 0.69766561 0.35843458 0.78465544 564.98057300
11709 0.69609031 0.37548555 0.77188841 567.61783561
11710 0.69501711 0.36087122 0.78235465 567.18040378
11711 0.69410325 0.36414647 0.77603603 568.26746974
11712 0.69761338 0.40472952 0.77095252 573.98998071
11713 0.69317669 0.38110311 0.75703020 570.49003052
11714 0.69348567 0.37915190 0.71584928 573.03294752
11715 0.69354362 0.38043851 0.74373171 570.78880830
11716 0.70140036 0.35109977 0.74112335 571.02351936
11717 0.69643603 0.32302378 0.74225000 564.14752119
11718 0.69426220 0.36266735 0.75330451 567.90024070
11719 0.69766182 0.38222443 0.72945081 575.12785791
11720 0.69953048 0.35270208 0.73090100 570.03360496
11721 0.69106344 0.31783423 0.70375776 570.00341577
11722 0.69621757 0.30241760 0.70644761 563.68367716
11723 0.69695857 0.32986974 0.71817473 565.33023629
11724 0.70051360 0.31686367 0.72821184 564.93865932
11725 0.69660407 0.30613854 0.72011434 563.52985741
11726 0.70058836 0.26462235 0.69706466 562.58352697
11727 0.70049189 0.29631428 0.70062524 564.94873122
11728 0.70104154 0.27265396 0.67164453 565.68466798
11729 0.69667680 0.27325620 0.65353238 563.76304840
11730 0.69493394 0.27670739 0.65530960 564.05307373
11731 0.69909489 0.28467853 0.68896793 563.44906324
11732 0.69800313 0.30550817 0.71415726 563.33841294
11733 0.69694959 0.29735847 0.70745493 563.19480734
11734 0.69720030 0.29877623 0.74471077 563.84858549
11735 0.70066340 0.30803147 0.74324553 562.97075892
11736 0.70231518 0.28150062 0.71504108 563.96546625
11737 0.69705383 0.28960438 0.67576523 563.90439250
11738 0.69680841 0.26902108 0.70718791 563.77874968
11739 0.69650777 0.28827640 0.68940580 563.27594176
11740 0.69925842 0.29642060 0.70880308 563.27345948
11741 0.69779719 0.28050750 0.73730539 563.94139824
11742 0.69767011 0.29648360 0.74910785 563.74990427
11743 0.70008501 0.29405728 0.76155646 562.67666429
11744 0.70144501 0.30646862 0.75309165 562.80943140
11745 0.70143545 0.30296606 0.75473075 562.56439799
11746 0.69857761 0.33540648 0.73707008 565.17264036
11747 0.69745404 0.33953242 0.74882667 564.62081520
11748 0.69116232 0.33991254 0.72090916 570.53137355
11749 0.69877723 0.33190410 0.71022244 567.71062401
11750 0.69555903 0.32755139 0.72330689 565.04191535
11751 0.69852243 0.30651233 0.69561470 564.98589735
11752 0.69576709 0.32013791 0.72304589 564.50336858
11753 0.69591661 0.29648243 0.68853868 563.86377499
11754 0.69428269 0.31475779 0.70254042 565.45110783
11755 0.69489633 0.30405989 0.69343876 564.61927461
11756 0.69490571 0.30835584 0.73503364 565.69367723
11757 0.69795450 0.29355631 0.72487589 562.71470822
11758 0.69356019 0.29556680 0.67709499 565.43699409
11759 0.69445606 0.29523988 0.67460355 564.75927084
11760 0.70029676 0.26305455 0.68638906 562.79997628
11761 0.69606650 0.25343503 0.66812362 563.38890430
11762 0.69697273 0.25733588 0.66229674 562.74429699
11763 0.69976717 0.27569932 0.68625050 563.29487180
11764 0.69595143 0.31110503 0.69283152 564.79701258
11765 0.69889814 0.29589417 0.70528164 563.27757100
11766 0.69960383 0.29697597 0.71185492 563.31074526
11767 0.70042355 0.27692738 0.69136451 563.53857195
11768 0.69929929 0.28631931 0.68352834 564.19880035
11769 0.69509538 0.29343764 0.69865774 564.24951926
11770 0.69992959 0.29820770 0.72625645 562.77623915
11771 0.70448671 0.26188232 0.73312344 564.11285330
11772 0.70579285 0.26440562 0.74428334 565.19279533
11773 0.70663958 0.27449303 0.78082406 565.13278611
11774 0.70429047 0.28191659 0.79965074 564.27014164
11775 0.70326261 0.31378235 0.83632481 564.36500268
11776 0.70585986 0.32582804 0.83572659 564.00121894
11777 0.70365465 0.35440515 0.86194111 563.68967702
11778 0.70450575 0.35139113 0.91032295 567.00935161
11779 0.70352293 0.35595740 0.88001016 564.44164143
11780 0.70129210 0.37468041 0.84433560 564.39054186
11781 0.70052291 0.35000698 0.83772574 564.01840304
11782 0.69918305 0.37294069 0.82369588 564.87171667
11783 0.70398134 0.37920648 0.85060217 565.92112196
11784 0.70411225 0.38955055 0.89437279 565.02023980
11785 0.69976675 0.42035271 0.88619778 567.65193339
11786 0.70471220 0.36651172 0.87624967 564.21918300
11787 0.70151849 0.40027812 0.87101603 565.87502762
11788 0.70035268 0.38162520 0.84127839 564.98466301
11789 0.70200813 0.36335555 0.84524675 563.76261308
11790 0.70354834 0.35162480 0.83913772 563.59383925
11791 0.70563666 0.33008901 0.81739406 564.67689610
11792 0.70258353 0.31882592 0.81509543 562.98511520
11793 0.70836006 0.30967738 0.80401506 568.04146566
11794 0.70142549 0.29461051 0.77268084 562.58913393
11795 0.70841664 0.25126923 0.75709679 568.14672687
11796 0.70705652 0.24972902 0.74220055 566.70212615
11797 0.70621716 0.28894716 0.73811420 568.79309046
11798 0.69934278 0.28115809 0.71234734 562.32649034
11799 0.70079920 0.28247966 0.70564757 563.29794756
11800 0.70095054 0.30402357 0.70612739 566.02773928
11801 0.69512958 0.29783079 0.70798845 564.42871342
11802 0.69413410 0.29163738 0.69430261 565.17398461
11803 0.70133305 0.26719693 0.70818207 562.66935437
11804 0.70319012 0.27604527 0.71844740 564.24604425
11805 0.70489033 0.24731450 0.74206258 564.59668467
11806 0.70188920 0.25142830 0.72654184 563.13939967
11807 0.69995454 0.25962966 0.71147362 562.46954156
11808 0.69932999 0.27422138 0.72774773 562.57505280
11809 0.70367115 0.26475937 0.73220681 563.45555008
11810 0.70125440 0.28730275 0.75661514 562.40263508
11811 0.70639239 0.29008196 0.76070448 566.60381372
11812 0.70057699 0.28730493 0.79240797 565.43812617
11813 0.70038937 0.27518188 0.79240946 567.83445419
11814 0.70567265 0.24565851 0.79752148 569.22125418
11815 0.70264318 0.23833606 0.76221430 567.91000605
11816 0.70461104 0.24171202 0.74575120 565.03390028
11817 0.70752530 0.25525236 0.76479437 566.64552485
11818 0.70970930 0.27907273 0.78496111 569.81428929
11819 0.70548408 0.28092453 0.74901829 565.34698160
11820 0.69460141 0.30223492 0.72253629 565.62153211
11821 0.69952543 0.31550148 0.74163748 563.15590294
11822 0.69873608 0.30816677 0.72047032 563.39335778
11823 0.69605273 0.32471457 0.71230552 565.07412931
11824 0.69728431 0.33077037 0.72495879 565.03152523
11825 0.69251506 0.32304332 0.73553281 569.19853313
11826 0.69820189 0.34177009 0.72979000 566.58659935
11827 0.69581775 0.31905512 0.69737867 565.34944472
11828 0.69532938 0.31964699 0.70064958 565.28889850
11829 0.69364415 0.31124593 0.66872478 566.55657846
11830 0.70133389 0.30481460 0.69541235 568.28704373
11831 0.69839027 0.30482747 0.70738143 563.75194280
11832 0.69870877 0.31206047 0.69413014 566.14106799
11833 0.69729585 0.31447708 0.68909490 565.91556192
11834 0.69572393 0.32517552 0.70083487 565.82116971
11835 0.69956555 0.31583902 0.72716104 564.11572778
11836 0.70044947 0.30245128 0.74046045 562.64377155
11837 0.69618706 0.31277994 0.74267323 564.33587129
11838 0.69978142 0.30731450 0.78707642 563.57560038
11839 0.70163646 0.34316019 0.81076832 563.16431695
11840 0.70334042 0.28903379 0.80295686 564.06031431
11841 0.70053183 0.28592345 0.74471977 562.29479495
11842 0.69666570 0.28181149 0.71613514 563.66984187
11843 0.69788607 0.29179424 0.73248599 562.94952902
11844 0.69738783 0.29238707 0.69469345 563.20872253
11845 0.69493521 0.29786073 0.69885700 564.41918892
11846 0.70154338 0.27352820 0.71917584 562.61738669
11847 0.69544919 0.27131369 0.70574259 565.22887326
11848 0.69810926 0.30421902 0.72070535 563.01867602
11849 0.70177454 0.25936503 0.70839692 562.73648736
11850 0.70033368 0.29210431 0.72394931 562.67087492
11851 0.69621031 0.27927448 0.71488908 564.25790345
11852 0.69783155 0.26569945 0.71988384 563.87223102
11853 0.69658784 0.25380435 0.71606520 566.74936754
11854 0.70262349 0.23737481 0.69179430 563.54631174
11855 0.70424469 0.23026630 0.66437249 566.86375859
11856 0.69713417 0.21095323 0.64577714 564.57367703
11857 0.69525958 0.25925001 0.65510952 563.53319926
11858 0.69699474 0.23857857 0.62878946 563.01824607
11859 0.69797821 0.26444484 0.66320053 562.96759192
11860 0.69573486 0.28158549 0.65255231 564.38267614
11861 0.69796348 0.28536652 0.66212411 565.03026414
11862 0.69440623 0.30109092 0.68575250 564.89882100
11863 0.69577657 0.29453492 0.66816925 564.63657752
11864 0.69871868 0.29181918 0.70381562 562.98061097
11865 0.69412619 0.29078523 0.70190266 565.57521589
11866 0.69691985 0.26537535 0.69153038 563.08358698
11867 0.70107651 0.28133182 0.69552818 564.26376644
11868 0.69955589 0.28513754 0.70123309 562.97135720
11869 0.69936875 0.27092651 0.66846274 563.90902256
11870 0.70211075 0.24835345 0.64787166 567.02830189
11871 0.70029254 0.22335947 0.64177309 563.37401909
11872 0.69893703 0.24673622 0.65765798 562.71176328
11873 0.69579188 0.22741510 0.66505780 565.88722381
11874 0.70154921 0.24454061 0.66919709 563.77090558
11875 0.69671895 0.27404351 0.68236008 562.91225684
11876 0.69509947 0.30641478 0.70854735 564.51921545
11877 0.69648246 0.30719764 0.73512420 563.85768987
11878 0.69894897 0.31027500 0.71012020 564.44893119
11879 0.70095627 0.29269272 0.70433928 564.61576038
11880 0.69347460 0.30674668 0.72056872 567.06934416
11881 0.69501706 0.29885249 0.71127750 564.64269637
11882 0.69403655 0.30310531 0.73057916 567.10373678
11883 0.69639273 0.31600045 0.71626256 564.13257236
11884 0.70181264 0.30987209 0.73088116 565.15285729
11885 0.70402871 0.29770848 0.72672349 567.29796696
11886 0.69530444 0.32149197 0.75231515 565.67295700
11887 0.69766107 0.31892279 0.74185245 563.38131176
11888 0.69938013 0.34229096 0.78221538 563.58403563
11889 0.70388533 0.32550535 0.80190101 563.47377811
11890 0.70496260 0.27042620 0.75942021 563.95259615
11891 0.69919322 0.27725163 0.74426364 563.36585514
11892 0.69818474 0.29088526 0.74016126 563.07384090
11893 0.69650640 0.30570641 0.73821887 563.97645171
11894 0.69795807 0.31360529 0.75126391 563.14038277
11895 0.70302266 0.30104081 0.73532570 565.10482813
11896 0.70058765 0.28704128 0.77037328 563.32366097
11897 0.70515814 0.28008740 0.78977298 564.02743083
11898 0.70918316 0.26907737 0.77911304 568.68168257
11899 0.70929563 0.25853777 0.79260041 568.51512434
11900 0.70534886 0.28527477 0.79239690 563.94078218
11901 0.69807927 0.29496881 0.77741108 566.01543727
11902 0.70752099 0.27379103 0.77281426 566.45578611
11903 0.70543018 0.28615521 0.79125113 563.94588523
11904 0.70398465 0.27124448 0.78711343 564.53973112
11905 0.70455675 0.30541577 0.77640613 564.06463424
11906 0.70271711 0.29848524 0.73475891 564.45828985
11907 0.70371213 0.28055304 0.73008369 564.35848430
11908 0.69697499 0.30147677 0.72190323 563.23856924
11909 0.69758153 0.29154521 0.70937839 562.80377700
11910 0.69810570 0.27654827 0.69120636 562.56860945
11911 0.69716045 0.26931800 0.67348494 562.78585848
11912 0.69960659 0.28214887 0.68766670 563.65334068
11913 0.69594286 0.28125233 0.67586556 563.43688709
11914 0.69691070 0.26403297 0.66215632 562.89538645
11915 0.69608850 0.25696207 0.65942996 563.08821925
11916 0.69540011 0.24419394 0.67626079 565.44898567
11917 0.70262868 0.25333698 0.68637031 564.30423479
11918 0.69829829 0.28206929 0.69118581 562.82559185
11919 0.70152273 0.26818411 0.69393389 563.62693752
11920 0.69683521 0.25585284 0.68668058 563.43702974
11921 0.69519866 0.24466940 0.67030373 565.14649006
11922 0.69538262 0.24151244 0.65421250 564.05546533
11923 0.69509226 0.25565760 0.69926482 567.00679615
11924 0.69444020 0.27830797 0.70868642 566.48322252
11925 0.69622857 0.28042502 0.69871487 563.40488060
11926 0.70051980 0.28546330 0.69517974 564.16922759
11927 0.70099088 0.29058369 0.68994858 565.99514066
11928 0.69950635 0.28876992 0.70983362 562.76032401
11929 0.70425387 0.26793076 0.72430637 564.55831731
11930 0.69957842 0.31741880 0.75332045 562.86025979
11931 0.70307926 0.28528827 0.76560701 562.74763872
11932 0.70350462 0.29802372 0.77160125 562.98400565
11933 0.70245949 0.27105354 0.76082346 563.20110746
11934 0.70150077 0.29829211 0.74486508 562.71148631
11935 0.69866077 0.32472595 0.74225879 563.67256307
11936 0.70145454 0.27942417 0.73071348 562.42759391
11937 0.70126228 0.27146013 0.75494436 563.21749462
11938 0.70349469 0.27649738 0.76097271 563.02448591
11939 0.70072868 0.27451327 0.73656103 562.39684599
11940 0.70102946 0.27265979 0.70126670 563.04146012
11941 0.70048163 0.27534948 0.71148569 562.42907715
11942 0.69749874 0.28219373 0.71758897 562.99006483
11943 0.69467201 0.31014057 0.72354537 565.34608053
11944 0.69933064 0.29200200 0.74465746 562.50735153
11945 0.70027578 0.26932103 0.71617863 562.26047704
11946 0.70349506 0.25516359 0.73015919 563.41711658
11947 0.70106578 0.24838375 0.67266516 563.32776656
11948 0.70392904 0.24989553 0.68920284 565.58905068
11949 0.70228114 0.27028247 0.69660436 564.44055484
11950 0.70347708 0.22245147 0.67370454 564.81213869
11951 0.69738073 0.22953715 0.66662200 563.86860404
11952 0.69868187 0.26678771 0.69318120 562.33598183
11953 0.69693209 0.27183698 0.69226267 562.90850498
11954 0.69645229 0.27727672 0.67333185 563.18782475
11955 0.69647731 0.26294207 0.63467027 564.04332789
11956 0.69476995 0.24692304 0.64500772 563.97617522
11957 0.69585623 0.26436540 0.63864846 563.80353001
11958 0.70044138 0.24913150 0.64781023 564.65763468
11959 0.69510689 0.25264051 0.63511192 563.56421863
11960 0.69862529 0.22124272 0.63152603 562.94491177
11961 0.69773205 0.21005151 0.65740570 565.11195761
11962 0.70158457 0.20213177 0.65702523 564.42171137
11963 0.70037637 0.21541902 0.65826730 563.38710295
11964 0.70013706 0.23135465 0.64157568 563.52989312
11965 0.69936909 0.23876298 0.63095753 564.08307872
11966 0.69745284 0.22910547 0.61214812 563.44675172
11967 0.69657332 0.22043951 0.62769846 563.26500512
11968 0.69744250 0.22365976 0.63607454 562.95236516
11969 0.69504935 0.21084404 0.64195997 566.93158707
11970 0.70343111 0.19980646 0.64753544 565.76731529
11971 0.69684171 0.23475989 0.65709829 563.33712718
11972 0.69661790 0.24700943 0.65284935 562.87902915
11973 0.69996713 0.23469973 0.66580801 562.71371496
11974 0.70039708 0.24389546 0.67980380 562.61343115
11975 0.69950210 0.24595063 0.67469942 562.46718157
11976 0.69215638 0.27797173 0.65518731 566.58539813
11977 0.69770734 0.27675011 0.63377632 566.79722285
11978 0.69141178 0.29333329 0.60755754 569.20698035
11979 0.69147576 0.31812958 0.62356364 571.49977839
11980 0.69441051 0.32234387 0.62656652 573.64606037
11981 0.68783159 0.33298028 0.66261217 574.90216466
11982 0.69967713 0.33357154 0.71799261 568.06718777
11983 0.69830872 0.32599117 0.68287376 569.96355718
11984 0.68994695 0.33934281 0.70577816 572.19373824
11985 0.69712622 0.33931878 0.71139896 567.43982458
11986 0.69968763 0.31553784 0.71734694 565.05836224
11987 0.70121396 0.30694811 0.74860193 562.92014027
